,Launches,Launch 1,Launch 2,Launch 3,Launch 4,Launch 5,Launch 6,Launch 7,Launch 8,Launch 9,Launch 10,Launch 11,Launch 12,Launch 13,Launch 14,Launch 15,Launch 16,Launch 17,Launch 18,Launch 19,Launch 20,Launch 21,Launch 22,Launch 23,Launch 24,Launch 25
26,Bonus: ,0.0,0,0,10,10,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
